startnode,rating,endnode
1508,1,1480
1198,1,1480
1480,1,1198
1508,3,1386
905,1,1477
1480,2,1508
1513,1,1514
1514,1,1513
641,3,570
1217,2,1328
1328,2,1217
1354,1,894
1413,1,1513
1513,1,1413
546,3,1302
1383,1,1322
112,1,223
1469,1,35
1386,1,1469
112,1,1
112,2,28
112,1,174
112,1,775
112,1,1354
4,4,935
546,1,1517
1517,1,546
202,3,1518
546,2,1469
1469,5,546
1317,3,304
304,3,1317
6,1,687
112,1,1519
1519,1,112
35,1,1517
350,1,1386
1386,1,350
350,1,1517
1517,2,350
905,1,1520
7,4,23
663,4,665
665,2,663
1386,2,540
1217,2,1462
937,1,1521
35,1,350
1386,2,545
243,1,545
1386,1,1522
1353,3,905
35,1,1523
786,2,1386
1386,-10,832
1451,1,1469
1386,1,1524
1456,1,1386
1386,1,1525
1386,1,1512
1396,1,777
1473,1,1396
1487,1,1525
1525,1,1487
1525,2,1396
35,1,592
1526,1,1363
1334,1,1527
1317,1,1363
1386,2,1392
1334,1,545
1386,1,1528
1528,1,1386
1412,1,592
1413,2,1386
1386,2,1413
1396,1,1530
1530,1,1396
1317,1,1529
1529,1,1317
1473,1,1531
1473,1,1524
1524,1,1473
1217,1,243
13,1,1533
35,1,1533
1533,1,35
243,2,1217
1396,2,535
1317,1,1412
1412,1,1317
1353,5,1352
1352,5,1353
1353,2,1396
882,2,1396
1396,2,1525
1520,2,905
905,1,1535
1535,1,905
1535,1,1396
1317,5,1386
1525,2,1386
35,1,1525
7,2,1386
13,1,1537
1537,1,13
1538,1,1353
1352,1,1487
1487,1,1352
1352,2,35
1353,4,1383
1244,1,1396
1463,2,1348
1396,1,628
1383,1,1245
1317,1,1541
1541,1,1317
1348,1,1542
1542,1,1348
1352,1,465
465,1,1352
1543,3,1396
1543,6,1217
1543,1,1525
1543,1,1512
1544,3,1543
660,10,1545
1546,1,1386
35,1,1547
35,1,1548
35,1,1544
1548,1,35
1217,1,1549
775,1,1550
775,2,1478
1550,1,775
775,1,1539
1539,3,1520
1539,1,775
104,3,1551
1551,3,104
1217,5,1543
1478,1,1539
1539,1,1478
1552,1,35
1548,1,1544
1478,2,775
36,1,1217
1217,5,1550
1543,2,1539
1386,1,1553
1553,1,1386
1412,2,1334
1334,2,1525
1541,1,1
1396,1,1554
1520,1,1334
1317,5,1352
802,2,1555
1334,1,1548
1548,1,1334
1520,2,1556
1353,-5,1386
1,1,1557
1557,1,1
184,1,1334
1334,1,184
35,1,1557
1404,2,1386
1557,1,35
1549,1,1217
1386,5,1352
1317,2,1487
1396,2,35
35,2,1396
1539,2,1386
1548,2,1539
1520,1,1539
1383,1,37
37,1,1383
1383,1,1557
178,1,1464
1559,5,573
1521,1,1548
1348,1,1383
1383,1,1348
35,1,1560
1383,1,1562
41,2,1512
1383,2,1548
1548,2,1383
1,5,1386
1375,1,1519
1519,2,1375
1521,1,1383
1562,1,1539
1539,1,1396
1548,1,1557
35,1,1383
1383,1,1369
1369,1,1383
1217,2,1383
1348,1,540
1512,2,1386
546,2,1548
1548,1,546
1502,4,1396
1560,1,35
64,1,1334
1348,1,1568
1568,2,1348
1568,2,1569
1396,1,1555
1555,1,1396
1562,1,1570
1383,1,1571
1525,4,7
1567,1,545
1,3,134
1,1,350
350,1,1
775,2,1573
786,1,540
1478,1,1383
1575,1,1555
1566,1,1529
1529,1,1566
1570,1,1577
905,1,1578
1579,1,1383
1544,3,1566
1566,1,1543
1548,1,1521
1562,1,1580
1580,1,1562
1574,3,1543
1396,2,41
41,2,1396
1556,2,1542
1478,2,1352
35,1,1581
1543,1,1582
1582,1,1543
1566,1,1583
1,2,1353
1353,5,1
1317,1,1584
1584,1,1317
1520,2,1317
1317,2,1520
1585,1,1576
1386,2,1526
1526,2,1386
1543,1,1585
775,8,1354
775,3,112
1566,1,1586
1586,1,1566
1566,1,1587
1566,1,1588
873,1,35
1585,2,1589
35,1,873
1579,2,1590
1590,2,1579
1301,1,1334
1396,3,1574
775,1,1562
35,1,1593
35,1,1594
1386,1,550
550,1,1386
937,1,1317
1593,1,35
1322,1,1566
1566,1,1596
1596,1,1566
1596,1,546
1502,1,905
1596,1,1386
1566,1,1597
1597,1,1566
1574,3,1396
1386,1,1574
1566,1,1598
1598,1,1566
1593,1,1555
1555,1,1593
1572,10,1600
1566,2,1595
775,2,1602
1386,3,786
1602,1,775
6,3,1386
1585,1,1603
1478,1,1604
1604,1,1478
1593,2,1566
1566,1,1593
1555,1,1606
1606,1,1555
353,1,1605
1605,1,353
1601,1,35
1354,8,775
1555,1,1605
937,1,1605
1574,3,1386
905,-10,1600
1543,3,1529
1555,1,225
225,1,1555
1566,2,1605
1605,2,1566
1568,1,1383
1608,1,1568
1585,1,545
1585,1,41
41,1,1585
41,1,1348
1348,1,41
353,1,1609
1609,3,353
1386,5,41
1539,1,545
1585,1,1610
1610,2,905
1562,1,266
266,1,1562
1611,1,1566
1611,1,1579
1478,1,1611
1611,1,1478
35,1,1613
35,1,1597
1386,2,4
1566,2,1576
546,1,1245
1245,1,546
1566,2,1607
1562,1,1526
1526,1,1562
1566,1,1614
1614,1,1566
35,1,1615
309,2,1316
1386,3,1316
1585,1,1316
1316,1,1585
1608,1,1562
1383,1,1576
775,2,1179
1317,1,1616
1616,1,1317
1281,1,1617
1617,1,1281
35,2,1515
1179,2,775
1179,1,545
1566,1,353
1566,2,1591
41,8,1386
1568,1,1618
1618,1,1568
35,1,1618
1618,1,35
546,1,1334
546,3,1386
1566,1,1619
1566,1,4
1566,1,1522
1522,1,1566
1618,1,25
1568,1,1334
1317,2,1620
1568,2,1607
1568,1,1585
1317,3,537
1317,1,1621
1621,1,1317
1585,1,1621
1621,1,1585
537,3,1585
537,1,1317
1317,7,1
1620,2,437
1517,1,1290
1607,3,1568
1517,2,1386
1386,1,1623
7,4,537
1348,2,35
1217,1,1615
1383,1,1623
1620,2,1624
1592,5,775
1566,1,1625
1595,5,1566
1217,2,1492
1562,3,1217
1555,2,1591
1162,1,1555
1555,2,1162
537,1,135
1566,1,1626
1626,1,1566
1627,1,35
1555,1,1487
1487,1,1555
353,1,1562
1562,1,353
1348,1,1555
1487,1,1628
1487,1,1518
1628,1,1487
1386,1,1518
1628,1,1629
1566,1,592
592,1,1566
1585,1,537
1624,5,1620
546,1,1632
1632,1,546
41,1,1633
1633,1,41
1386,1,1634
1634,2,1386
178,2,1386
1386,1,178
178,8,1
775,4,1592
775,2,1635
1499,1,1636
1334,1,1636
1626,1,1636
184,1,96
1,7,178
1396,3,1473
1386,2,184
1635,2,775
1317,2,1585
1585,2,1317
1386,2,1585
1637,1,546
1566,1,896
537,1,1566
1363,1,1639
1639,1,1363
35,1,1640
1386,1,1628
1628,1,1386
1566,1,621
621,1,1566
1562,1,1628
1628,1,1641
1628,1,1562
1566,1,1451
1451,1,1566
1641,1,1628
1642,1,1585
899,9,1643
1566,1,899
1637,1,1585
1585,1,1637
1515,1,1566
1566,1,1515
1585,1,1403
1526,1,1644
1348,1,537
537,1,1348
1644,1,1526
1644,1,545
35,1,1644
1645,1,1565
1369,1,1386
1386,1,1369
1541,10,25
6,5,537
537,5,6
64,2,304
1628,1,1053
1566,1,1646
1640,2,35
1634,1,1566
1396,5,1502
178,7,1647
1576,4,1566
1566,1,1648
905,4,1201
1201,4,905
592,3,1
1,3,592
1353,3,1478
1386,-1,1647
1555,3,1566
1566,1,1555
1591,3,1555
1478,1,1353
7,3,125
125,4,7
35,1,1651
1566,2,1222
1222,2,1566
775,1,1653
1317,5,6
6,2,1317
1629,1,1585
1585,1,1629
1629,2,7
35,1,1655
1654,1,35
184,1,1620
1654,1,1566
1566,2,546
546,2,1566
1566,1,6
1562,1,537
537,1,1562
1585,3,1566
1492,2,35
1421,2,1386
1655,1,1566
1386,1,1421
1566,1,1659
1566,1,1660
1566,5,1316
359,-1,1510
905,3,1566
1566,2,1245
1245,2,1566
1566,3,41
41,3,1566
1629,2,1661
1661,1,1629
1612,5,1386
1585,2,1386
1386,1,1662
1630,10,545
1566,2,1575
1575,2,1566
1664,1,35
1566,1,1665
1665,1,1566
363,1,1636
1665,1,1636
1636,1,1665
647,2,309
1386,1,1496
1496,1,1386
1281,1,1217
1566,1,1252
1566,1,1668
1668,1,1566
4,1,1664
1664,1,4
1664,1,1566
1566,1,1664
1281,1,1668
775,10,1669
1217,9,1437
1317,2,1612
1612,5,1317
1585,1,1670
935,1,1562
1562,1,935
1670,1,1585
1654,1,1615
1654,1,1655
1585,3,64
64,1,1585
35,1,1672
35,1,1657
35,1,1649
1672,1,35
1541,2,905
1566,1,1615
1566,1,1673
1673,1,1566
1662,1,1541
1541,1,1662
1636,1,1657
1657,1,1636
1636,3,1667
1566,5,905
1566,3,1396
1670,1,1674
1674,1,1670
540,3,1317
1317,2,540
905,1,184
1636,1,184
1667,4,1636
1386,1,1675
1675,1,1386
1348,1,579
579,1,1348
1334,2,1675
1672,1,1674
353,1,1412
1412,1,353
579,1,1636
1676,1,1386
579,2,353
353,2,579
1403,1,1585
1657,10,1566
1566,1,1677
1676,1,1636
1629,2,1670
1670,2,1629
35,1,1678
1678,1,35
1612,5,1566
1607,4,1566
1566,1,1541
1334,2,1667
1670,1,1679
1679,1,1670
184,2,1317
1317,2,184
592,1,4
4,1,592
1437,10,1669
540,4,1566
1566,4,540
1566,1,1675
1675,1,1317
1317,1,1675
1566,3,1053
7,1,1596
1596,1,7
1556,5,1543
1615,1,775
1396,1,1681
1487,1,1596
775,1,1615
1386,1,1682
1682,3,1386
1566,1,1683
1683,1,1566
13,1,579
1334,1,579
1317,1,1677
1591,1,1565
1565,1,1591
775,4,1686
537,1,1687
1677,1,1317
1566,3,1620
1585,1,1676
1676,1,1585
1672,1,1396
1629,1,1396
1318,5,827
1596,1,1584
1584,1,1596
1595,2,1555
1396,1,1687
1396,1,1629
1687,1,1396
1665,1,7
1676,1,1688
1636,1,1689
283,2,1556
1556,4,283
1128,2,1317
1688,1,1317
1317,1,1688
1690,1,1566
1691,1,35
1647,1,1502
1502,1,1647
1555,1,1499
1689,10,1
1629,1,1628
1566,3,1690
1692,2,1217
1692,-1,1647
905,1,1647
647,-1,1647
1585,1,1396
1281,2,1615
1615,2,1281
1611,1,722
1647,-10,309
1615,1,1692
1650,5,1615
1615,5,1650
546,1,1693
1629,1,104
1,6,57
104,3,1629
905,3,1487
1692,2,1615
1655,2,1615
35,1,1694
35,2,1629
1629,2,35
905,1,1591
15,1,1453
1566,2,523
523,1,1566
1620,3,1566
1696,1,1629
64,3,189
1629,1,1487
937,1,1490
1529,2,1697
1697,1,1529
1566,1,1698
1698,1,1566
363,2,1566
1566,2,363
1591,1,1386
1386,1,1591
1543,3,1556
937,-10,1609
1639,3,1566
1543,1,1693
35,1,1699
1700,1,1396
1702,2,1701
184,1,1585
1662,10,1701
174,1,1701
1701,1,174
1700,1,522
522,1,1700
903,1,1704
1704,1,903
540,10,7
1396,1,1702
35,1,1702
353,1,1585
1585,1,353
1383,1,1700
1700,1,1383
905,1,537
913,1,537
1396,1,913
1396,1,1348
1386,2,353
353,3,1386
1568,1,1707
1700,8,1708
1708,8,1700
104,2,882
1699,1,35
1615,5,1686
1686,5,1566
1566,5,1686
1591,1,1710
1710,1,1591
1562,1,1650
1568,1,1546
1541,2,1383
1541,2,1566
1386,6,1396
1386,5,537
309,-5,1675
1657,2,1383
1383,1,1657
1615,1,1630
1615,1,1595
1566,1,1712
359,2,1566
1701,1,1396
1018,1,1714
1714,1,1018
1576,1,1715
64,2,1386
1499,1,1714
1714,1,1499
1562,1,1629
1629,2,1562
1562,3,1615
775,2,1465
57,3,1566
1568,2,1718
1566,3,359
1566,3,57
1568,1,905
1712,5,1566
35,1,1721
1615,3,1562
1465,1,1723
1723,1,1465
35,1,1724
1724,1,35
1725,3,1566
1383,1,1726
1726,1,1383
1396,2,1700
36,4,1
1674,2,1396
1674,2,1334
1562,1,1490
1727,1,1
1539,1,1728
1591,1,1724
775,4,523
775,1,1281
775,2,1717
1650,2,1729
1729,2,1650
304,1,1383
1383,1,304
1317,2,1502
1693,1,1502
1502,1,1693
1615,4,1201
1562,2,1555
1555,3,1562
309,2,882
309,3,1383
1585,5,1555
1201,1,1690
1317,3,1453
35,1,1732
1732,1,35
1317,1,1693
359,2,1733
1693,1,1317
35,1,1733
35,1,1734
1728,1,1735
1562,1,1736
1736,1,1562
7,3,304
184,2,1733
1669,1,1737
1736,1,493
493,2,1736
1386,2,1562
1562,2,1386
1736,1,256
905,1,1738
1738,1,905
1281,1,1664
523,4,775
1317,2,1499
1664,1,1281
1629,1,1736
1334,3,1736
1740,1,1568
1727,1,1386
1571,1,1383
1736,1,1731
1731,1,1736
1348,1,1675
1738,1,1245
1731,1,1582
1562,1,861
1629,1,1693
1693,1,1629
1396,2,1281
415,1,1281
415,1,1417
1720,1,775
1352,1,592
415,5,95
415,4,257
1,3,1352
540,10,1386
1736,1,908
908,1,1736
1736,2,1565
1386,4,592
1615,2,1711
1629,3,1386
1711,1,1615
1396,1,1747
1747,1,1396
1556,1,1693
1,2,1487
36,1,1748
1746,2,1686
1746,1,861
1,1,1749
1490,1,1334
1334,1,1490
1366,3,1201
537,1,1366
1562,3,1690
1657,3,1731
1366,1,1751
705,1,1751
1576,2,1752
1751,1,1754
1754,1,1751
1576,1,537
1751,1,1744
1744,1,1751
1721,2,1744
1629,1,1744
1744,1,1629
1746,1,1585
1585,1,1746
1725,1,545
537,4,1386
1366,2,363
1527,1,1752
41,1,304
1756,1,1744
1366,1,822
178,3,1758
1758,3,178
41,1,1591
905,-10,1756
1487,-10,1756
1744,-10,1756
1562,-10,1756
1674,2,1714
1685,2,1662
1675,1,1754
1591,1,41
1591,5,1695
1591,5,1759
546,1,1744
1591,4,905
1744,1,546
1591,-10,1756
1615,1,1760
540,1,1591
1591,2,540
36,2,1745
1281,2,1539
36,1,1615
1583,1,1565
1317,3,1615
1762,2,1317
1317,4,535
1714,2,535
1762,2,1526
1526,2,1762
1585,1,1657
1744,1,1763
1755,2,1744
1765,1,1752
1555,1,425
425,2,1555
1674,2,1766
1766,5,1674
1767,1,1383
1615,1,1768
1768,1,1615
1763,10,1744
1752,1,1222
1222,1,1752
1770,1,178
1396,1,1763
1689,2,1771
1201,7,425
1585,1,1714
1754,1,1771
35,1,1755
1615,1,1465
1615,-10,1671
1690,1,1769
1744,2,1539
1744,5,1556
1556,5,1744
1714,1,1735
1735,1,1714
1714,2,1674
1555,2,1576
1657,1,1576
1576,1,1657
1386,1,1674
1674,5,1386
1771,2,178
1562,1,592
363,1,905
905,1,363
1562,1,350
350,1,1562
1562,2,36
1773,1,1383
178,2,1771
1744,1,1775
1775,1,1744
1490,2,1775
425,-10,25
1771,10,25
425,2,1366
1366,2,425
425,5,4
1666,3,1777
1771,1,204
1714,2,1585
1556,2,1771
1744,1,905
36,2,1562
1366,2,1512
1512,1,1366
1555,1,1778
1555,4,1693
1778,1,1555
1690,1,1562
1562,3,1730
1562,1,1744
1555,2,1744
1744,2,1555
1366,1,1722
1744,1,1780
1780,1,1744
1366,1,961
1744,1,1740
1386,5,1317
1740,1,1744
1771,1,1757
1779,2,1744
1771,1,1782
592,1,1693
1693,1,592
1782,3,1771
1778,1,905
35,1,1784
104,5,1396
1217,1,1785
1785,1,1217
1786,1,35
1779,8,1787
1787,10,1779
1744,2,1779
1784,2,732
1784,2,1771
1784,2,35
304,1,1754
1730,3,1562
1689,1,304
304,1,1689
1736,3,1556
1777,3,1666
425,2,1744
1693,1,1789
1789,1,1693
1789,1,178
178,1,1789
1771,1,1754
1771,1,1788
1788,1,1771
1790,1,1754
1778,3,1791
304,2,1794
1736,2,1788
1788,2,1736
1693,1,1744
1744,1,1693
732,2,1765
1765,3,732
1765,2,35
1744,1,1245
1245,1,1744
1744,1,1322
1,2,1693
353,7,1366
178,1,1797
1317,1,1714
35,1,1788
1797,1,35
1797,1,1744
1386,1,1725
1615,1,1798
1798,1,1615
1771,2,304
304,2,1771
1790,2,1771
1771,1,1790
1788,1,1799
1799,1,1788
722,1,1611
1576,2,1771
1771,2,1576
1702,1,7
93,2,1744
1744,2,93
1771,1,1800
1800,1,1771
1487,1,1565
1565,1,1487
1693,1,1585
1792,5,775
540,1,1799
722,1,1366
722,2,1386
1744,1,1801
1746,1,1693
1744,1,1281
905,1,1803
35,1,1795
1795,2,35
937,1,1677
1677,1,937
1693,1,1281
1675,-10,309
1675,2,1693
1744,1,1675
1185,1,69
35,1,1800
35,2,1386
1386,2,35
1799,1,1765
1765,1,1799
1799,1,540
1765,3,1585
1585,1,1765
1,1,1245
1245,1,1
1386,1,1095
1746,1,1714
1714,1,1804
1804,1,1746
1714,1,1746
1334,2,592
1771,1,937
1771,1,1805
1805,1,1771
1317,2,1776
1776,3,1317
705,1,1714
1714,1,705
705,3,1334
1585,1,1773
1802,1,1585
1800,1,35
35,1,1806
1806,1,35
204,1,1744
1744,1,204
1807,1,1744
1624,1,1806
1281,1,1
1,1,1281
1808,1,1744
1677,1,1809
1809,1,1677
1809,1,1348
1348,1,1809
1771,1,1704
304,3,1704
35,1,1095
1714,1,1803
1803,1,1714
1753,2,184
1753,1,1811
1366,1,540
540,1,1366
1366,1,1714
1281,1,1799
775,1,1792
775,1,1720
1201,4,1487
1487,4,1201
1803,2,905
1809,1,88
395,5,1809
1809,1,1464
1334,2,1677
1677,2,1744
1281,-1,1771
415,-1,1771
1809,1,1813
1809,1,777
722,1,1771
1201,2,178
1366,1,1802
353,4,1383
1585,3,174
1771,1,905
174,3,1585
1334,2,1034
1034,1,1334
35,1,1808
1677,1,1499
1499,1,1675
1675,1,1499
1366,1,1816
1816,1,1366
1585,2,882
1693,1,1817
1812,1,35
1366,1,1818
1555,1,1764
1764,1,1555
1568,1,1366
1714,1,1819
1366,1,1568
1386,1,1731
1731,1,1386
592,1,1714
1714,1,592
1568,1,1788
1788,1,1568
1334,2,1714
1802,2,1714
1556,2,36
36,1,1556
1822,2,1366
1386,3,1366
1386,1,192
1670,2,1244
1334,2,1244
1771,1,1334
1334,1,1771
1317,1,1803
1803,1,1317
1317,4,309
1352,3,4
4,3,1352
1185,-10,309
1806,1,1771
1771,1,1806
1555,6,1585
1670,1,1334
1322,1,1383
1788,1,1322
1322,1,1788
465,8,1556
1386,8,1
1334,2,1554
1556,1,1487
1585,1,1811
35,2,1823
1823,1,35
1751,1,1824
1824,1,1751
1686,1,1690
1690,1,1686
270,1,184
184,1,270
1771,1,1820
1820,1,1771
1701,3,1714
1201,3,309
1825,1,1744
1798,5,1826
1826,5,1798
1826,5,497
1686,1,7
905,1,1820
1771,2,1714
1352,2,39
39,2,1352
1808,1,1788
1753,2,1820
13,1,1366
1366,1,13
1612,2,1753
1753,2,1612
1753,2,1788
1821,1,36
13,1,1794
1794,1,13
1,3,304
1185,1,1828
1828,1,1185
1670,2,1185
1185,2,1670
1555,7,1386
1396,-2,1752
1829,3,1690
1690,-10,832
1744,1,1830
1830,1,1744
905,1,1793
905,3,1714
390,1,36
1744,2,1793
545,4,35
35,4,545
36,1,1831
1753,2,1
1832,1,1352
13,1,1833
1833,3,13
104,10,23
1752,4,1757
1802,2,1386
1,1,1802
1386,1,1802
36,1,1835
1835,1,36
1757,1,1317
35,1,1836
1352,3,1555
905,1,1837
1838,1,1334
1833,3,905
1810,1,1583
1753,5,1499
1185,5,1839
1839,8,1840
905,1,1841
1840,1,425
905,1,465
1675,1,1714
1714,2,1839
1839,2,1714
539,1,1820
1842,1,1317
1317,1,1842
1769,5,1764
1403,1,1772
1769,2,1566
1620,1,1584
1584,1,1620
1487,1,1556
1712,5,1843
1843,5,1712
135,1,1845
1281,-1,1657
1585,1,1352
1782,1,1753
1386,1,1811
1771,1,13
1,3,823
1843,5,1844
1201,4,1846
1565,1,104
104,2,1565
1719,5,1847
1846,5,1690
1846,7,29
1656,8,1185
1185,8,1656
1584,-1,1662
1352,1,1585
1810,1,1848
1848,2,1810
135,2,905
1829,1,1620
1829,2,1317
1833,1,1752
1317,1,1849
1317,1,1850
1752,1,1833
1845,1,135
1352,3,239
1487,2,1512
1615,2,1785
546,1,1510
1773,1,523
1771,1,1851
1447,1,1
1693,1,1510
1548,1,1765
1765,1,1548
1849,1,1317
1771,1,1852
1852,1,1771
1185,1,1334
1788,1,304
1853,1,1771
1487,10,25
322,1,1854
1773,1,1771
1771,1,1856
1856,1,1771
1853,1,1585
546,1,1222
1348,1,592
1585,-10,1853
1785,1,1615
309,5,1
309,3,905
1,2,1714
1677,1,1857
7,1,1858
1543,2,1859
1859,2,1543
1701,1,523
523,1,1701
1677,2,1245
1245,2,1677
1857,1,35
35,1,1857
1757,1,1366
1366,1,1757
1677,1,1860
1860,1,1677
1386,-5,1510
1701,1,1744
1744,1,1701
905,1,1861
1860,1,523
1677,1,1826
1809,1,395
1585,2,1512
309,-10,1862
1386,-10,1862
309,1,1714
1386,1,1714
1714,1,309
1357,1,523
309,-1,1677
1863,2,26
1546,1,1585
1185,4,1864
1771,1,1865
882,1,1317
882,5,1
523,1,1357
523,1,1867
523,2,1383
1585,3,304
1866,5,1771
1771,5,1866
1185,1,1868
35,1,1838
35,1,1869
1869,1,35
882,1,1860
882,-10,25
1686,1,1620
1868,1,1185
882,1,1870
882,2,1585
1744,1,846
1487,1,1811
1811,1,1487
1744,1,1871
1463,1,1317
1819,1,1744
1744,1,1819
1771,5,1744
1873,1,905
1352,-3,1753
1690,2,1875
546,1,1348
1348,1,546
1875,2,1690
1876,1,546
1872,1,1744
1348,1,1715
1357,3,546
846,1,1771
1872,1,1771
1771,1,1872
1771,1,846
1771,1,1871
1317,1,1348
1840,1,1482
1482,1,1840
7,3,905
415,8,1492
1492,8,415
1771,2,1765
1765,2,1771
1656,1,1877
1656,-3,1386
1811,1,1656
1690,4,1878
1811,1,1512
1512,1,1811
1,5,1316
1620,1,1686
1620,1,1829
1639,1,537
1873,1,1880
1873,1,1881
1527,1,546
1881,1,1873
1713,6,1001
1771,2,1882
1882,2,1771
546,1,1880
1879,1,35
1879,1,1771
1771,1,1879
1585,1,1883
1883,1,1585
1754,1,1317
1880,1,905
1317,5,135
1884,1,1771
1107,4,1885
1885,4,1107
1677,1,1885
539,1,1554
1556,1,1677
1677,1,1556
1887,1,1885
1876,1,523
256,2,523
1555,1,1317
905,1,1888
882,1,1693
882,2,1888
905,1,1889
1889,1,905
1889,1,1860
523,1,1860
523,1,1889
905,1,882
523,1,1891
1891,1,523
546,1,1892
1892,1,546
1888,2,882
1860,1,1888
546,1,523
1873,1,523
13,3,1317
35,1,1894
35,1,1884
1873,1,1872
1872,2,546
1894,1,35
1872,2,1840
1896,2,546
546,1,1896
1778,1,1512
1897,5,35
1896,5,523
1860,1,1778
1898,4,1465
1888,1,905
1566,10,1386
1487,3,1566
1386,4,1487
1317,3,1566
1487,6,905
1629,3,905
1629,2,1317
1899,1,1900
1900,1,1899
1900,1,35
35,1,1900
1744,3,1755
1744,1,1901
1901,1,1744
13,1,1902
1902,1,13
1693,1,1366
1366,1,1693
539,1,1902
1902,1,539
1873,1,1744
1744,1,1873
1386,5,1769
1744,3,1512
1744,1,523
1774,7,36
1686,1,1860
1873,1,1899
1,1,1860
1873,1,1892
523,2,1675
1675,2,523
523,1,1903
1903,1,523
1860,10,1
1765,1,523
1771,1,1904
1904,1,1771
1565,3,1713
1713,1,1565
1896,1,1713
1713,1,1896
13,2,425
882,10,178
1844,5,1876
1876,5,1844
1562,1,1905
1906,1,1584
905,1,1907
1907,1,905
537,1,41
1348,1,1802
1908,1,1906
1909,1,13
1888,1,1860
1806,1,135
1585,1,1911
1396,1,1911
1201,-5,1753
539,1,25
309,-10,1753
13,-5,1753
1556,3,1185
523,3,1914
1915,1,1916
1281,1,1915
1565,2,523
905,1,309
905,-10,1753
202,4,1620
1487,2,112
1916,1,1915
1917,1,1810
1802,1,1357
1907,2,35
1744,1,1918
1918,1,1744
1919,1,1899
1744,2,1920
1920,2,1744
1386,8,1566
1744,1,1922
1281,1,35
35,1,1281
1922,1,177
1771,1,1529
1771,-1,1713
1281,2,1744
13,1,1923
1923,1,13
1771,1,1921
1924,1,1860
1771,4,1565
1565,2,342
342,2,1565
1921,1,1894
1806,1,1860
1693,1,1922
57,1,1921
1921,1,57
1585,1,1925
1925,1,1585
35,1,1926
35,1,1916
35,1,1918
1876,1,1927
1912,1,1245
1585,1,1892
1892,1,1585
1912,1,1754
1921,1,1773
905,-10,1357
546,-5,1357
823,1,1922
1245,1,1912
1817,1,1773
1773,1,1817
905,2,1693
1693,1,1675
1693,1,1539
1693,1,178
1693,1,1677
1693,1,1555
1892,1,1929
1929,1,1892
1927,1,1876
57,1,1923
1923,1,57
453,1,1931
1,2,1053
1201,6,1352
1890,1,1744
1744,2,1890
1810,2,1930
1185,5,1932
1912,1,1779
1779,1,1912
35,1,1933
1933,1,35
1,-10,1753
1201,10,1
729,1,1744
1744,1,729
1744,1,1935
1,8,1201
1629,1,1936
823,1,1937
1744,3,1612
1921,1,1744
1744,1,1921
1744,1,1940
1940,1,1744
363,3,1860
905,-10,832
1677,-10,832
905,1,1403
540,1,1744
1317,1,1942
1942,1,1317
1885,2,1744
1744,2,1885
1744,1,1893
1893,2,36
1744,1,1860
1744,1,1943
1281,1,1931
1931,1,1281
1943,1,1744
1629,1,1921
1921,1,1629
1896,2,1921
1944,1,1921
1944,1,35
1744,1,1945
1945,1,1744
1,2,1944
1944,2,1
1944,2,1363
1,6,1363
1811,1,1810
1754,2,304
1860,1,1946
1946,1,1860
1744,2,1947
1744,1,1936
1949,1,1933
1788,1,905
1933,1,905
1885,2,41
1317,4,1185
1944,1,1744
905,2,1222
1222,3,905
1396,1,1810
905,1,1951
537,2,905
1952,1,1810
35,1,1951
1713,1,1933
1933,1,1713
1352,2,1713
1713,3,1352
1899,1,1713
1713,1,1899
1352,-10,1363
1363,-1,1352
1245,1,1539
1539,1,1245
1629,2,1937
1837,1,1860
1890,2,1953
1953,1,1955
1955,3,1953
729,2,1899
1899,1,729
1956,1,1899
1956,1,905
1612,1,905
1201,4,149
1201,8,537
1675,1,1899
1899,1,1675
1953,2,1896
1896,1,1955
1955,1,1896
1953,2,1945
1860,1,1757
1937,1,13
35,1,1957
35,2,1958
35,1,1959
1912,1,1764
1810,1,1952
1922,1,1937
309,1,135
1245,1,1961
1961,1,1245
1937,-5,1956
309,-10,1956
1922,1,545
1811,-10,1956
1317,2,1512
546,1,1765
1890,1,135
1834,1,35
1677,3,1566
935,1,1899
1899,1,935
1846,2,1769
1846,4,274
1810,1,1938
1938,1,1810
1860,1,1963
1860,2,1941
1896,2,1744
1744,1,1896
905,1,1744
1964,1,1744
1396,-5,1956
905,1,1937
1701,8,1860
1917,1,1585
1860,1,1965
1965,1,1860
1317,2,57
1834,1,1918
35,1,1964
1499,5,1451
1499,3,1386
1802,1,1917
1917,1,1802
1962,1,23
1962,1,135
135,1,304
304,1,135
1964,1,1802
1802,1,1964
1964,1,1966
1922,1,1967
1967,1,1922
729,1,1281
135,1,1968
1968,1,1969
1969,2,1968
1968,1,135
135,-10,1956
135,-1,1937
184,1,1860
1860,1,184
184,-1,1783
1771,1,1970
1970,1,1771
905,1,135
1810,1,1971
1967,1,1964
1972,3,1922
1922,1,1972
1744,1,1964
35,2,1907
1964,1,1973
1281,1,1974
1973,1,1964
1974,2,1281
1714,4,1701
1964,1,1972
1972,3,1964
1860,2,1554
1947,1,1976
1976,1,1947
135,1,1890
1810,1,1400
1400,1,1810
1741,1,905
1937,2,905
1898,5,35
1899,-10,1956
1653,1,35
35,1,1977
1977,1,35
1977,1,1964
905,3,1348
1348,3,905
1769,5,1845
1977,1,1978
1281,1,1892
1892,1,1281
1978,1,1977
35,2,1912
1899,1,1886
1886,1,1899
1922,1,1653
